query_id,query,search_rank,docid,reranking_group
49303,"owners and CEO of Amazon paid social agencies, who work with largest brands. Only show people from the U.S.",8,mindyfinn,1.0
49303,"owners and CEO of Amazon paid social agencies, who work with largest brands. Only show people from the U.S.",9,jordanglee,1.0
49316,"I am looking for a former FAANG recruiter, tech-savvy, willing to build a product that will fix hiring for product teams. Only show people from the U.S.",0,brucerecruiter,2.0
49316,"I am looking for a former FAANG recruiter, tech-savvy, willing to build a product that will fix hiring for product teams. Only show people from the U.S.",2,lpandong,2.0
49316,"I am looking for a former FAANG recruiter, tech-savvy, willing to build a product that will fix hiring for product teams. Only show people from the U.S.",3,bkpcdp3yk95k,2.0
49316,"I am looking for a former FAANG recruiter, tech-savvy, willing to build a product that will fix hiring for product teams. Only show people from the U.S.",4,pjvillarreal,2.0
49316,"I am looking for a former FAANG recruiter, tech-savvy, willing to build a product that will fix hiring for product teams. Only show people from the U.S.",5,adrianaaranda,3.0
49316,"I am looking for a former FAANG recruiter, tech-savvy, willing to build a product that will fix hiring for product teams. Only show people from the U.S.",6,jimdullaghan,2.0
49316,"I am looking for a former FAANG recruiter, tech-savvy, willing to build a product that will fix hiring for product teams. Only show people from the U.S.",7,matthildebrandt,2.0
49316,"I am looking for a former FAANG recruiter, tech-savvy, willing to build a product that will fix hiring for product teams. Only show people from the U.S.",8,smita1,2.0
49316,"I am looking for a former FAANG recruiter, tech-savvy, willing to build a product that will fix hiring for product teams. Only show people from the U.S.",9,diannas,2.0
49332,for a CMO with crypto experience and with strong techincal background. Only show people from the U.S.,0,rachelchen12,2.0
49332,for a CMO with crypto experience and with strong techincal background. Only show people from the U.S.,1,abemezrich,1.0
49332,for a CMO with crypto experience and with strong techincal background. Only show people from the U.S.,2,brian-clevenger-a67a10,1.0
49332,for a CMO with crypto experience and with strong techincal background. Only show people from the U.S.,3,dafna-presler-6a340035,1.0
49332,for a CMO with crypto experience and with strong techincal background. Only show people from the U.S.,4,amykloh,2.0
49332,for a CMO with crypto experience and with strong techincal background. Only show people from the U.S.,5,bradbmccormick,2.0
49332,for a CMO with crypto experience and with strong techincal background. Only show people from the U.S.,6,erictaubert,1.0
49332,for a CMO with crypto experience and with strong techincal background. Only show people from the U.S.,7,joe-eck,1.0
49332,for a CMO with crypto experience and with strong techincal background. Only show people from the U.S.,8,cbbaird,1.0
49332,for a CMO with crypto experience and with strong techincal background. Only show people from the U.S.,9,paulabuzzard,1.0
49374,someone who has built and sold a startup that raised at least $2m. Good if they exited before. They need to have top education from United States. Only show people from the U.S.,0,andrewlipovsky,4.0
49374,someone who has built and sold a startup that raised at least $2m. Good if they exited before. They need to have top education from United States. Only show people from the U.S.,1,radhikaiyengar13,1.0
49374,someone who has built and sold a startup that raised at least $2m. Good if they exited before. They need to have top education from United States. Only show people from the U.S.,2,mashley,2.0
49374,someone who has built and sold a startup that raised at least $2m. Good if they exited before. They need to have top education from United States. Only show people from the U.S.,3,anjismail,1.0
49374,someone who has built and sold a startup that raised at least $2m. Good if they exited before. They need to have top education from United States. Only show people from the U.S.,4,casperalexander,4.0
49374,someone who has built and sold a startup that raised at least $2m. Good if they exited before. They need to have top education from United States. Only show people from the U.S.,5,mikejohns,1.0
49374,someone who has built and sold a startup that raised at least $2m. Good if they exited before. They need to have top education from United States. Only show people from the U.S.,6,conwayann,1.0
49374,someone who has built and sold a startup that raised at least $2m. Good if they exited before. They need to have top education from United States. Only show people from the U.S.,7,jonnydreams,2.0
49374,someone who has built and sold a startup that raised at least $2m. Good if they exited before. They need to have top education from United States. Only show people from the U.S.,8,amandawormann,1.0
49374,someone who has built and sold a startup that raised at least $2m. Good if they exited before. They need to have top education from United States. Only show people from the U.S.,9,peterhodges,1.0
49409,"python developer with 5+ years of experience with experience in Django and React, also AWS, worked in JPMorgan. Only show people from the U.S.",0,heena123,4.0
49409,"python developer with 5+ years of experience with experience in Django and React, also AWS, worked in JPMorgan. Only show people from the U.S.",1,rishi351reddy,2.0
49409,"python developer with 5+ years of experience with experience in Django and React, also AWS, worked in JPMorgan. Only show people from the U.S.",2,sindhu-reddy-5ab341262,3.0
49409,"python developer with 5+ years of experience with experience in Django and React, also AWS, worked in JPMorgan. Only show people from the U.S.",3,jayhjlee,3.0
49409,"python developer with 5+ years of experience with experience in Django and React, also AWS, worked in JPMorgan. Only show people from the U.S.",4,haydenbarnett1,4.0
49409,"python developer with 5+ years of experience with experience in Django and React, also AWS, worked in JPMorgan. Only show people from the U.S.",5,tanusreemukherjee,2.0
49409,"python developer with 5+ years of experience with experience in Django and React, also AWS, worked in JPMorgan. Only show people from the U.S.",7,tianlin-zhang-aa9563b7,4.0
49409,"python developer with 5+ years of experience with experience in Django and React, also AWS, worked in JPMorgan. Only show people from the U.S.",8,jay-lee-45703b53,1.0
49409,"python developer with 5+ years of experience with experience in Django and React, also AWS, worked in JPMorgan. Only show people from the U.S.",9,itsmeramc,2.0
49458,Seeking a CEO who co-founded a $1B startup. Only show people from the U.S.,0,radhikaiyengar13,1.0
49458,Seeking a CEO who co-founded a $1B startup. Only show people from the U.S.,1,anjismail,1.0
49458,Seeking a CEO who co-founded a $1B startup. Only show people from the U.S.,2,mindyfinn,2.0
49458,Seeking a CEO who co-founded a $1B startup. Only show people from the U.S.,3,jordanglee,1.0
49458,Seeking a CEO who co-founded a $1B startup. Only show people from the U.S.,4,jonnydreams,3.0
49458,Seeking a CEO who co-founded a $1B startup. Only show people from the U.S.,5,scottbecker,2.0
49458,Seeking a CEO who co-founded a $1B startup. Only show people from the U.S.,6,benshoemate,1.0
49458,Seeking a CEO who co-founded a $1B startup. Only show people from the U.S.,7,timothyflannery,2.0
49458,Seeking a CEO who co-founded a $1B startup. Only show people from the U.S.,8,drewkaplan,1.0
49458,Seeking a CEO who co-founded a $1B startup. Only show people from the U.S.,9,faviero,1.0
49462,"I am seeking founders, co-founders, or CEOs of companies founded in the last six years in the USA, specifically in the areas of tax automation, accounting, and company registration.",0,1stevejohnson,1.0
49462,"I am seeking founders, co-founders, or CEOs of companies founded in the last six years in the USA, specifically in the areas of tax automation, accounting, and company registration.",1,shilligoss,1.0
49462,"I am seeking founders, co-founders, or CEOs of companies founded in the last six years in the USA, specifically in the areas of tax automation, accounting, and company registration.",2,marcelashine,1.0
49462,"I am seeking founders, co-founders, or CEOs of companies founded in the last six years in the USA, specifically in the areas of tax automation, accounting, and company registration.",3,kenjikuramoto,2.0
49462,"I am seeking founders, co-founders, or CEOs of companies founded in the last six years in the USA, specifically in the areas of tax automation, accounting, and company registration.",4,drupeek,1.0
49462,"I am seeking founders, co-founders, or CEOs of companies founded in the last six years in the USA, specifically in the areas of tax automation, accounting, and company registration.",6,constantin-kogan,1.0
49462,"I am seeking founders, co-founders, or CEOs of companies founded in the last six years in the USA, specifically in the areas of tax automation, accounting, and company registration.",7,akhilnaini,2.0
49462,"I am seeking founders, co-founders, or CEOs of companies founded in the last six years in the USA, specifically in the areas of tax automation, accounting, and company registration.",8,matthew-prast-5b62b815,1.0
49462,"I am seeking founders, co-founders, or CEOs of companies founded in the last six years in the USA, specifically in the areas of tax automation, accounting, and company registration.",9,ayushsaraswat,1.0
49464,COO who speaks Russians with experience with working with companies who focus on education through content and sell courses. Only show people from the U.S.,0,yalouskikh,1.0
49464,COO who speaks Russians with experience with working with companies who focus on education through content and sell courses. Only show people from the U.S.,1,annika-spriggs,4.0
49464,COO who speaks Russians with experience with working with companies who focus on education through content and sell courses. Only show people from the U.S.,2,carlcronstedt,1.0
49464,COO who speaks Russians with experience with working with companies who focus on education through content and sell courses. Only show people from the U.S.,3,caitlynlamdin,2.0
49464,COO who speaks Russians with experience with working with companies who focus on education through content and sell courses. Only show people from the U.S.,4,suziezeldin,2.0
49464,COO who speaks Russians with experience with working with companies who focus on education through content and sell courses. Only show people from the U.S.,5,raffi-bhardwaj,2.0
49464,COO who speaks Russians with experience with working with companies who focus on education through content and sell courses. Only show people from the U.S.,6,neliandersen,3.0
49464,COO who speaks Russians with experience with working with companies who focus on education through content and sell courses. Only show people from the U.S.,7,vlaslezin,3.0
49464,COO who speaks Russians with experience with working with companies who focus on education through content and sell courses. Only show people from the U.S.,8,bigmountain,1.0
49464,COO who speaks Russians with experience with working with companies who focus on education through content and sell courses. Only show people from the U.S.,9,dmitryreznik,1.0
49488,Find me founders of California based tech companies that have from 10 to 300 employees and are currently actively hiring employees. But don't show me recruiters and don't show me those who work for recruitment agencies. Show me only people that currently are founders (and hide the ones that were founders someday but are not founders now.,0,jonnydreams,1.0
49488,Find me founders of California based tech companies that have from 10 to 300 employees and are currently actively hiring employees. But don't show me recruiters and don't show me those who work for recruitment agencies. Show me only people that currently are founders (and hide the ones that were founders someday but are not founders now.,1,dafna-presler-6a340035,1.0
49488,Find me founders of California based tech companies that have from 10 to 300 employees and are currently actively hiring employees. But don't show me recruiters and don't show me those who work for recruitment agencies. Show me only people that currently are founders (and hide the ones that were founders someday but are not founders now.,2,gopisubbaraj,2.0
49488,Find me founders of California based tech companies that have from 10 to 300 employees and are currently actively hiring employees. But don't show me recruiters and don't show me those who work for recruitment agencies. Show me only people that currently are founders (and hide the ones that were founders someday but are not founders now.,3,rishiranjan1,2.0
49488,Find me founders of California based tech companies that have from 10 to 300 employees and are currently actively hiring employees. But don't show me recruiters and don't show me those who work for recruitment agencies. Show me only people that currently are founders (and hide the ones that were founders someday but are not founders now.,4,dneufeld,1.0
49488,Find me founders of California based tech companies that have from 10 to 300 employees and are currently actively hiring employees. But don't show me recruiters and don't show me those who work for recruitment agencies. Show me only people that currently are founders (and hide the ones that were founders someday but are not founders now.,5,davidjkim,1.0
49488,Find me founders of California based tech companies that have from 10 to 300 employees and are currently actively hiring employees. But don't show me recruiters and don't show me those who work for recruitment agencies. Show me only people that currently are founders (and hide the ones that were founders someday but are not founders now.,6,robmomary,1.0
49488,Find me founders of California based tech companies that have from 10 to 300 employees and are currently actively hiring employees. But don't show me recruiters and don't show me those who work for recruitment agencies. Show me only people that currently are founders (and hide the ones that were founders someday but are not founders now.,7,ankitranka,1.0
49488,Find me founders of California based tech companies that have from 10 to 300 employees and are currently actively hiring employees. But don't show me recruiters and don't show me those who work for recruitment agencies. Show me only people that currently are founders (and hide the ones that were founders someday but are not founders now.,8,vageesh-setty-682542,1.0
49488,Find me founders of California based tech companies that have from 10 to 300 employees and are currently actively hiring employees. But don't show me recruiters and don't show me those who work for recruitment agencies. Show me only people that currently are founders (and hide the ones that were founders someday but are not founders now.,9,kislyuk,1.0
49489,"python developer, russian speaking, 7+ years of experience. Only show people from the U.S.",0,ahcub,2.0
49489,"python developer, russian speaking, 7+ years of experience. Only show people from the U.S.",1,maxpmy,3.0
49489,"python developer, russian speaking, 7+ years of experience. Only show people from the U.S.",2,equeny,1.0
49489,"python developer, russian speaking, 7+ years of experience. Only show people from the U.S.",3,marcopashkov,1.0
49489,"python developer, russian speaking, 7+ years of experience. Only show people from the U.S.",4,kseniia-churiumova,2.0
49489,"python developer, russian speaking, 7+ years of experience. Only show people from the U.S.",5,dbkaplun,1.0
49489,"python developer, russian speaking, 7+ years of experience. Only show people from the U.S.",6,vegasq,2.0
49489,"python developer, russian speaking, 7+ years of experience. Only show people from the U.S.",7,kachayev,2.0
49489,"python developer, russian speaking, 7+ years of experience. Only show people from the U.S.",8,dimashmidt,2.0
49489,"python developer, russian speaking, 7+ years of experience. Only show people from the U.S.",9,talaman,2.0
49491,AI strategy consultant with a technical background and a deep understanding of AI / ML. They need to have some inhouse experience and have been a founder in their career. Based in New York,0,vijaydivi,4.0
49491,AI strategy consultant with a technical background and a deep understanding of AI / ML. They need to have some inhouse experience and have been a founder in their career. Based in New York,1,logemerson,4.0
49491,AI strategy consultant with a technical background and a deep understanding of AI / ML. They need to have some inhouse experience and have been a founder in their career. Based in New York,2,kruquet,4.0
49491,AI strategy consultant with a technical background and a deep understanding of AI / ML. They need to have some inhouse experience and have been a founder in their career. Based in New York,3,ashwani-varshney,4.0
49491,AI strategy consultant with a technical background and a deep understanding of AI / ML. They need to have some inhouse experience and have been a founder in their career. Based in New York,4,anthonyheaphy,1.0
49491,AI strategy consultant with a technical background and a deep understanding of AI / ML. They need to have some inhouse experience and have been a founder in their career. Based in New York,5,singularitysi7,4.0
49491,AI strategy consultant with a technical background and a deep understanding of AI / ML. They need to have some inhouse experience and have been a founder in their career. Based in New York,6,michaelkinnear,2.0
49491,AI strategy consultant with a technical background and a deep understanding of AI / ML. They need to have some inhouse experience and have been a founder in their career. Based in New York,7,robertrosenberg,2.0
49491,AI strategy consultant with a technical background and a deep understanding of AI / ML. They need to have some inhouse experience and have been a founder in their career. Based in New York,8,michael-yeh-b2059857,4.0
49491,AI strategy consultant with a technical background and a deep understanding of AI / ML. They need to have some inhouse experience and have been a founder in their career. Based in New York,9,jacobwoodward,2.0
49492,a revenue cycle management specialist who is familiar with startups. Only show people from the U.S.,0,msinspiredideasqp,2.0
49492,a revenue cycle management specialist who is familiar with startups. Only show people from the U.S.,1,hector-abrego-33438717,2.0
49492,a revenue cycle management specialist who is familiar with startups. Only show people from the U.S.,2,jamie-vinson,4.0
49492,a revenue cycle management specialist who is familiar with startups. Only show people from the U.S.,3,michael-ciriaco-cpc-462a8219,2.0
49492,a revenue cycle management specialist who is familiar with startups. Only show people from the U.S.,4,robertechavarria,2.0
49492,a revenue cycle management specialist who is familiar with startups. Only show people from the U.S.,5,tyhese-sanchez,3.0
49492,a revenue cycle management specialist who is familiar with startups. Only show people from the U.S.,6,lydia-hines-7361a9122,2.0
49492,a revenue cycle management specialist who is familiar with startups. Only show people from the U.S.,7,rahulhrana,2.0
49492,a revenue cycle management specialist who is familiar with startups. Only show people from the U.S.,8,karen-kennedy-143b6139,2.0
49492,a revenue cycle management specialist who is familiar with startups. Only show people from the U.S.,9,marcia-adams-12566929,2.0
49493,"Customer Success managers located in San Francisco with the following:

At least 3 years experience in B2B SaaS
Startup experience
Healthcare tech experience",0,jonscott4,1.0
49493,"Customer Success managers located in San Francisco with the following:

At least 3 years experience in B2B SaaS
Startup experience
Healthcare tech experience",1,georgenixon,1.0
49493,"Customer Success managers located in San Francisco with the following:

At least 3 years experience in B2B SaaS
Startup experience
Healthcare tech experience",2,iampaolacpostiglione,2.0
49493,"Customer Success managers located in San Francisco with the following:

At least 3 years experience in B2B SaaS
Startup experience
Healthcare tech experience",3,00markhughes00,1.0
49493,"Customer Success managers located in San Francisco with the following:

At least 3 years experience in B2B SaaS
Startup experience
Healthcare tech experience",4,alexshkurko,
49493,"Customer Success managers located in San Francisco with the following:

At least 3 years experience in B2B SaaS
Startup experience
Healthcare tech experience",5,eflandro,2.0
49493,"Customer Success managers located in San Francisco with the following:

At least 3 years experience in B2B SaaS
Startup experience
Healthcare tech experience",6,jamelmarkx,2.0
49493,"Customer Success managers located in San Francisco with the following:

At least 3 years experience in B2B SaaS
Startup experience
Healthcare tech experience",7,mseliske,1.0
49493,"Customer Success managers located in San Francisco with the following:

At least 3 years experience in B2B SaaS
Startup experience
Healthcare tech experience",8,theadambishop,2.0
49493,"Customer Success managers located in San Francisco with the following:

At least 3 years experience in B2B SaaS
Startup experience
Healthcare tech experience",9,lisanicoletaylor,2.0
49494,Armenian tech guys how want to make charity. Only show people from the U.S.,0,joyhahn,1.0
49494,Armenian tech guys how want to make charity. Only show people from the U.S.,1,realjeero,1.0
49494,Armenian tech guys how want to make charity. Only show people from the U.S.,2,wanes-barsemian-md-mmm-6724619,1.0
49494,Armenian tech guys how want to make charity. Only show people from the U.S.,3,mattak,2.0
49494,Armenian tech guys how want to make charity. Only show people from the U.S.,4,veken,1.0
49494,Armenian tech guys how want to make charity. Only show people from the U.S.,5,nahrekhartoonian,2.0
49494,Armenian tech guys how want to make charity. Only show people from the U.S.,6,ellenpkelly,1.0
49494,Armenian tech guys how want to make charity. Only show people from the U.S.,7,laras415,1.0
49494,Armenian tech guys how want to make charity. Only show people from the U.S.,8,josephtkelly,1.0
49494,Armenian tech guys how want to make charity. Only show people from the U.S.,9,sarkisarutiunian,2.0
49497,"Customer success managers with at least 3 years of experience who are located in the San Francisco Bay Area. I would like them to come from companies that are Series A, Series B, or Series C. They need to have worked in healthcare technology at a SAAS company",0,markus-siebeneick,1.0
49497,"Customer success managers with at least 3 years of experience who are located in the San Francisco Bay Area. I would like them to come from companies that are Series A, Series B, or Series C. They need to have worked in healthcare technology at a SAAS company",1,mikeknudtsen,1.0
49497,"Customer success managers with at least 3 years of experience who are located in the San Francisco Bay Area. I would like them to come from companies that are Series A, Series B, or Series C. They need to have worked in healthcare technology at a SAAS company",2,hannahjudge,2.0
49497,"Customer success managers with at least 3 years of experience who are located in the San Francisco Bay Area. I would like them to come from companies that are Series A, Series B, or Series C. They need to have worked in healthcare technology at a SAAS company",3,mmackin,2.0
49497,"Customer success managers with at least 3 years of experience who are located in the San Francisco Bay Area. I would like them to come from companies that are Series A, Series B, or Series C. They need to have worked in healthcare technology at a SAAS company",4,michelle-c-ochoa-143024b,2.0
49497,"Customer success managers with at least 3 years of experience who are located in the San Francisco Bay Area. I would like them to come from companies that are Series A, Series B, or Series C. They need to have worked in healthcare technology at a SAAS company",5,kevinkevinho,2.0
49497,"Customer success managers with at least 3 years of experience who are located in the San Francisco Bay Area. I would like them to come from companies that are Series A, Series B, or Series C. They need to have worked in healthcare technology at a SAAS company",6,chrisevangelista,1.0
49497,"Customer success managers with at least 3 years of experience who are located in the San Francisco Bay Area. I would like them to come from companies that are Series A, Series B, or Series C. They need to have worked in healthcare technology at a SAAS company",7,mitchell-lum,2.0
49497,"Customer success managers with at least 3 years of experience who are located in the San Francisco Bay Area. I would like them to come from companies that are Series A, Series B, or Series C. They need to have worked in healthcare technology at a SAAS company",8,stormy-maratas,2.0
49497,"Customer success managers with at least 3 years of experience who are located in the San Francisco Bay Area. I would like them to come from companies that are Series A, Series B, or Series C. They need to have worked in healthcare technology at a SAAS company",9,chelsey-mcdonald-mha,3.0
49509,a perception engineer experienced with sensor fusion at a venture backed company with at least 5 years experience. Only show people from the U.S.,0,mikehpark,3.0
49509,a perception engineer experienced with sensor fusion at a venture backed company with at least 5 years experience. Only show people from the U.S.,1,diya-li,2.0
49509,a perception engineer experienced with sensor fusion at a venture backed company with at least 5 years experience. Only show people from the U.S.,2,thivankaperera,2.0
49509,a perception engineer experienced with sensor fusion at a venture backed company with at least 5 years experience. Only show people from the U.S.,3,clstlaurent,3.0
49509,a perception engineer experienced with sensor fusion at a venture backed company with at least 5 years experience. Only show people from the U.S.,4,ravichandramalapati,4.0
49509,a perception engineer experienced with sensor fusion at a venture backed company with at least 5 years experience. Only show people from the U.S.,5,jeremy-nash-6a35bb18,2.0
49509,a perception engineer experienced with sensor fusion at a venture backed company with at least 5 years experience. Only show people from the U.S.,6,alain-minier-43b41217,3.0
49509,a perception engineer experienced with sensor fusion at a venture backed company with at least 5 years experience. Only show people from the U.S.,7,kaipeiyang,2.0
49509,a perception engineer experienced with sensor fusion at a venture backed company with at least 5 years experience. Only show people from the U.S.,8,anantsakharkar,3.0
49509,a perception engineer experienced with sensor fusion at a venture backed company with at least 5 years experience. Only show people from the U.S.,9,sheng-wan-873a5123,2.0
49515,C-level and VP executives at software companies of 500 people or more. Only show people from the U.S.,0,antonhanebrink,4.0
49515,C-level and VP executives at software companies of 500 people or more. Only show people from the U.S.,1,dyovanno,4.0
49515,C-level and VP executives at software companies of 500 people or more. Only show people from the U.S.,2,raybahar,3.0
49515,C-level and VP executives at software companies of 500 people or more. Only show people from the U.S.,3,saileshkrishnamurthy,4.0
49515,C-level and VP executives at software companies of 500 people or more. Only show people from the U.S.,4,shelly-mujtaba-492b43,4.0
49515,C-level and VP executives at software companies of 500 people or more. Only show people from the U.S.,5,briana-rogers,1.0
49515,C-level and VP executives at software companies of 500 people or more. Only show people from the U.S.,6,dedius,4.0
49515,C-level and VP executives at software companies of 500 people or more. Only show people from the U.S.,7,logeorge,4.0
49515,C-level and VP executives at software companies of 500 people or more. Only show people from the U.S.,8,vivek-viswanathan-iyer-052ab413,2.0
49515,C-level and VP executives at software companies of 500 people or more. Only show people from the U.S.,9,krantiparisa,4.0
49522,"Active angel investors who are interested in deep tech startup investments, spinouts from top universities. Only show people from the U.S.",0,medhavedaprakash,2.0
49522,"Active angel investors who are interested in deep tech startup investments, spinouts from top universities. Only show people from the U.S.",1,andrewafinch,2.0
49522,"Active angel investors who are interested in deep tech startup investments, spinouts from top universities. Only show people from the U.S.",2,chrisdsuh,1.0
49522,"Active angel investors who are interested in deep tech startup investments, spinouts from top universities. Only show people from the U.S.",3,dominguezguillermo,1.0
49522,"Active angel investors who are interested in deep tech startup investments, spinouts from top universities. Only show people from the U.S.",4,chiawalter,2.0
49522,"Active angel investors who are interested in deep tech startup investments, spinouts from top universities. Only show people from the U.S.",5,joannachang,2.0
49522,"Active angel investors who are interested in deep tech startup investments, spinouts from top universities. Only show people from the U.S.",6,janedwinboyer,1.0
49522,"Active angel investors who are interested in deep tech startup investments, spinouts from top universities. Only show people from the U.S.",7,drtimlinnet,2.0
49522,"Active angel investors who are interested in deep tech startup investments, spinouts from top universities. Only show people from the U.S.",8,davidnachum,4.0
49522,"Active angel investors who are interested in deep tech startup investments, spinouts from top universities. Only show people from the U.S.",9,rishi-n-434444,2.0
49527,engineers with security clearance from top engineering programs. Only show people from the U.S.,0,felix-sun-b0797547,1.0
49527,engineers with security clearance from top engineering programs. Only show people from the U.S.,1,garyzamorano,1.0
49527,engineers with security clearance from top engineering programs. Only show people from the U.S.,2,fcchou,2.0
49527,engineers with security clearance from top engineering programs. Only show people from the U.S.,3,daiwei-li-64918215,1.0
49527,engineers with security clearance from top engineering programs. Only show people from the U.S.,4,jacobhscott,1.0
49527,engineers with security clearance from top engineering programs. Only show people from the U.S.,5,kevin-oishi-ab865839,2.0
49527,engineers with security clearance from top engineering programs. Only show people from the U.S.,6,wylie-mcevoy-4245286a,1.0
49527,engineers with security clearance from top engineering programs. Only show people from the U.S.,7,matthewmassa,1.0
49527,engineers with security clearance from top engineering programs. Only show people from the U.S.,8,chuckfelish,1.0
49527,engineers with security clearance from top engineering programs. Only show people from the U.S.,9,ehhuang,2.0
49528,full-stack ruby on rails engineer with founding experience who is a person of color. Only show people from the U.S.,0,chasevanhekken,2.0
49528,full-stack ruby on rails engineer with founding experience who is a person of color. Only show people from the U.S.,1,mitchashby,1.0
49528,full-stack ruby on rails engineer with founding experience who is a person of color. Only show people from the U.S.,2,katharinerawsonsibbald,1.0
49528,full-stack ruby on rails engineer with founding experience who is a person of color. Only show people from the U.S.,3,bhushangahire,2.0
49528,full-stack ruby on rails engineer with founding experience who is a person of color. Only show people from the U.S.,4,asithadesilva,2.0
49528,full-stack ruby on rails engineer with founding experience who is a person of color. Only show people from the U.S.,5,mattelhotiby,1.0
49528,full-stack ruby on rails engineer with founding experience who is a person of color. Only show people from the U.S.,6,ddavidsouthard,1.0
49528,full-stack ruby on rails engineer with founding experience who is a person of color. Only show people from the U.S.,7,kevintyll,2.0
49528,full-stack ruby on rails engineer with founding experience who is a person of color. Only show people from the U.S.,8,abeschonfeld,1.0
49528,full-stack ruby on rails engineer with founding experience who is a person of color. Only show people from the U.S.,9,aaronpfeifer,1.0
49529,"Founding Engineer in one of the recent jobs, with Flask or FastAPI experience, native Russian, stayed more than 1 year at the recent jobs. Only show people from the U.S.",0,alex-mitelman,2.0
49529,"Founding Engineer in one of the recent jobs, with Flask or FastAPI experience, native Russian, stayed more than 1 year at the recent jobs. Only show people from the U.S.",1,alexkkk,2.0
49529,"Founding Engineer in one of the recent jobs, with Flask or FastAPI experience, native Russian, stayed more than 1 year at the recent jobs. Only show people from the U.S.",2,chingis-k,2.0
49529,"Founding Engineer in one of the recent jobs, with Flask or FastAPI experience, native Russian, stayed more than 1 year at the recent jobs. Only show people from the U.S.",3,kirillshershen,2.0
49529,"Founding Engineer in one of the recent jobs, with Flask or FastAPI experience, native Russian, stayed more than 1 year at the recent jobs. Only show people from the U.S.",4,jameskpringle,1.0
49529,"Founding Engineer in one of the recent jobs, with Flask or FastAPI experience, native Russian, stayed more than 1 year at the recent jobs. Only show people from the U.S.",5,vasiliy-jigalov,2.0
49529,"Founding Engineer in one of the recent jobs, with Flask or FastAPI experience, native Russian, stayed more than 1 year at the recent jobs. Only show people from the U.S.",6,sergio-garkusha,2.0
49529,"Founding Engineer in one of the recent jobs, with Flask or FastAPI experience, native Russian, stayed more than 1 year at the recent jobs. Only show people from the U.S.",7,alexander-petrovski-4292b7205,1.0
49529,"Founding Engineer in one of the recent jobs, with Flask or FastAPI experience, native Russian, stayed more than 1 year at the recent jobs. Only show people from the U.S.",8,alex-bozhenko-7770b632,2.0
49529,"Founding Engineer in one of the recent jobs, with Flask or FastAPI experience, native Russian, stayed more than 1 year at the recent jobs. Only show people from the U.S.",9,alex-bozhenko-7770b632,1.0
49668,Can you show me all the engineers who joined stripe before their series b. Only show people from the U.S.,0,andybrody,4.0
49668,Can you show me all the engineers who joined stripe before their series b. Only show people from the U.S.,1,samanta-jess-,3.0
